planetName,hostName,defaultParameterSet,starsNu,planetsNu,discMethod,discYear,discFacility,solutionType
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-604 b,Kepler-604,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 b,Kepler-605,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-605 b,Kepler-605,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-605 c,Kepler-605,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-605 c,Kepler-605,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-606 b,Kepler-606,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-606 b,Kepler-606,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-607 b,Kepler-607,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-607 b,Kepler-607,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-608 b,Kepler-608,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-608 b,Kepler-608,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-609 b,Kepler-609,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-609 b,Kepler-609,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-610 b,Kepler-610,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 b,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-610 c,Kepler-610,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-610 c,Kepler-610,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-611 b,Kepler-611,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-611 b,Kepler-611,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-612 b,Kepler-612,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-612 b,Kepler-612,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-613 b,Kepler-613,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-613 b,Kepler-613,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-614 b,Kepler-614,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-614 b,Kepler-614,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-615 b,Kepler-615,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-615 b,Kepler-615,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-616 b,Kepler-616,1,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-616 b,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-616 c,Kepler-616,1,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-616 c,Kepler-616,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-617 b,Kepler-617,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-617 b,Kepler-617,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-618 b,Kepler-618,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-618 b,Kepler-618,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-619 b,Kepler-619,1,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-619 b,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 c,Kepler-619,1,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Published Confirmed
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-619 c,Kepler-619,0,1,3,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-620 b,Kepler-620,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-620 b,Kepler-620,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-621 b,Kepler-621,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-621 b,Kepler-621,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-622 b,Kepler-622,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-622 b,Kepler-622,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-623 b,Kepler-623,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-623 b,Kepler-623,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-624 b,Kepler-624,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-624 b,Kepler-624,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 b,Kepler-625,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-625 b,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-625 c,Kepler-625,0,1,2,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-625 c,Kepler-625,1,1,2,Transit,2016,Kepler,Published Confirmed
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi)
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi)
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q16_koi)
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr24_koi)
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-626 b,Kepler-626,1,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi)
Kepler-626 b,Kepler-626,0,1,1,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi)
Kepler-627 b,Kepler-627,0,1,1,Transit,2016,Kepler,Published Confirmed
Kepler-627 b,Kepler-627,0,1,1,Transit,2016,Kepler,Published Confirmed
